Year,Volume,Issue,Title,Authors,DOI,Link
1960,3,3,Behavioral Science and Business Education,David G. Moore,10.5465/254525,https://journals.aom.org/doi/10.5465/254525
1960,3,3,Applying the Scientific Method to the Study of Management,John F. Halff,10.5465/254526,https://journals.aom.org/doi/10.5465/254526
1960,3,3,Management in Perspective,Edward M. Barnet,10.5465/254527,https://journals.aom.org/doi/10.5465/254527
1961,4,1,Organization Theory: An Overview and an Appraisal,William G. Scott,10.5465/254584,https://journals.aom.org/doi/10.5465/254584
1961,4,1,Logical Analysis and Executive Performance,M. C. Branch,10.5465/254585,https://journals.aom.org/doi/10.5465/254585
1961,4,1,The Universality of American Management Philosophy,Richard F. Gonzalez; Claude McMillian Jr.,10.5465/254586,https://journals.aom.org/doi/10.5465/254586
1961,4,1,Two Approaches to Computer Simulation,Kalman J. Cohen,10.5465/254588,https://journals.aom.org/doi/10.5465/254588
1961,4,1,The Planning Function in the Business Enterprise,Norman F. Dufty,10.5465/254590,https://journals.aom.org/doi/10.5465/254590
1961,4,1,A SUGGESTED SOLUTION TO LINE VERSUS STAFF PROBLEMS IN ORGANIZATION THEORY,Frederick E. Kindig,10.5465/254591,https://journals.aom.org/doi/10.5465/254591
1961,4,1,The Nature of Authority: Comment,C. Edward Weber,10.5465/254592,https://journals.aom.org/doi/10.5465/254592
1961,4,1,Reply to C. Edward Weber,M. J. Mandeville,10.5465/254593,https://journals.aom.org/doi/10.5465/254593
1961,4,1,,,10.5465/amj.1961.5064506,https://journals.aom.org/doi/10.5465/amj.1961.5064506
1961,4,2,Management Science and Group Behavior: Work-Unit Cohesiveness,Robert T. Golembiewski,10.5465/254497,https://journals.aom.org/doi/10.5465/254497
1961,4,2,Frederick Winslow Taylor Revisited,J. Boddewyn,10.5465/254498,https://journals.aom.org/doi/10.5465/254498
1961,4,2,A Model of Modern Administrative Organization: The German General Staff,Ralph N. Traxler Jr.,10.5465/254499,https://journals.aom.org/doi/10.5465/254499
1961,4,2,Military Management and the General Staff,Waino W. Suojanen,10.5465/254500,https://journals.aom.org/doi/10.5465/254500
1961,4,2,An Inquiry into the American System of Industrial Management,William Gomberg,10.5465/254501,https://journals.aom.org/doi/10.5465/254501
1961,4,2,The Development of the Teaching of Management in the School of Business,Alfred Bornemann,10.5465/254502,https://journals.aom.org/doi/10.5465/254502
1961,4,2,A Course in the Application of Linear Programming to Production Problems,Powell Niland,10.5465/254503,https://journals.aom.org/doi/10.5465/254503
1961,4,2,Management in Perspective,W. J. Arnold,10.5465/254504,https://journals.aom.org/doi/10.5465/254504
1961,4,2,Controlled Plant Information (CPI),Alfred B. Cummins,10.5465/254505,https://journals.aom.org/doi/10.5465/254505
1961,4,2,Document,Adolph Edward Grunewald,10.5465/254506,https://journals.aom.org/doi/10.5465/254506
1961,4,2,Doctoral Dissertation Abstracts,,10.5465/amj.1961.5063878,https://journals.aom.org/doi/10.5465/amj.1961.5063878
1961,4,2,Academy of Management News,,10.5465/amj.1961.5063885,https://journals.aom.org/doi/10.5465/amj.1961.5063885
1961,4,2,News of Organizations and Institutions,,10.5465/amj.1961.5063891,https://journals.aom.org/doi/10.5465/amj.1961.5063891
1961,4,3,Chester I. Barnard (1886–1961),William B. Wolf,10.5465/amj.1961.5066700,https://journals.aom.org/doi/10.5465/amj.1961.5066700
1961,4,3,The Management Theory Jungle,Harold Koontz,10.5465/254541,https://journals.aom.org/doi/10.5465/254541
1961,4,3,Adaptations of Operating Structures of Government Administrative Organizations,Charles A. Joiner,10.5465/254542,https://journals.aom.org/doi/10.5465/254542
1961,4,3,Weapon System Management and Organizational Relationships,Fremont Kast; James Rosenzweig,10.5465/254543,https://journals.aom.org/doi/10.5465/254543
1961,4,3,The Top Management Triangle in Voluntary Hospitals (I),Paul J. Gordon,10.5465/254544,https://journals.aom.org/doi/10.5465/254544
1961,4,3,Two Studies in Reorganization,W. W. Haynes,10.5465/254545,https://journals.aom.org/doi/10.5465/254545
1961,4,3,Doctoral Dissertation Abstracts,,10.5465/amj.1961.5066716,https://journals.aom.org/doi/10.5465/amj.1961.5066716
1961,4,3,Management in Perspective,Harry Arthur Hopf,10.5465/254547,https://journals.aom.org/doi/10.5465/254547
1961,4,3,Management News and Notes,,10.5465/amj.1961.5066723,https://journals.aom.org/doi/10.5465/amj.1961.5066723
1961,4,3,News of Organizations and Institutions,,10.5465/amj.1961.5066725,https://journals.aom.org/doi/10.5465/amj.1961.5066725
1962,5,1,Rationality and Executive Motivation,Richard F. Ericson,10.5465/254599,https://journals.aom.org/doi/10.5465/254599
1962,5,1,The Simulation of Organizational Behavior,Joseph A. Litterer,10.5465/254600,https://journals.aom.org/doi/10.5465/254600
1962,5,1,The Situation and the Opportunistic Executive,Stanley E. Bryan,10.5465/254601,https://journals.aom.org/doi/10.5465/254601
1962,5,1,The PERT System: An Appraisal of Program Evaluation Review Technique,Daniel D. Roman,10.5465/254602,https://journals.aom.org/doi/10.5465/254602
1962,5,1,The Top Management Triangle in Voluntary Hospitals (II),Paul J. Gordan,10.5465/254603,https://journals.aom.org/doi/10.5465/254603
1962,5,1,An Experiment in the Use of Management Training Standards,Robert J. House,10.5465/254604,https://journals.aom.org/doi/10.5465/254604
1962,5,1,Management in Perspective,Robert H. Bock,10.5465/254605,https://journals.aom.org/doi/10.5465/254605
1962,5,1,Use of “Live Cases” in Management Development,Walter Mitchell Jr.,10.5465/254606,https://journals.aom.org/doi/10.5465/254606
1962,5,1,Management News and Notes,,10.5465/amj.1962.5065085,https://journals.aom.org/doi/10.5465/amj.1962.5065085
1962,5,1,News of Organizations and Institutions,,10.5465/amj.1962.5065087,https://journals.aom.org/doi/10.5465/amj.1962.5065087
1962,5,2,Toward a Behavioral Science Theory of Wages,David W. Belcher,10.5465/254510,https://journals.aom.org/doi/10.5465/254510
1962,5,2,Not by Loyalty Alone,William R. Gall,10.5465/254511,https://journals.aom.org/doi/10.5465/254511
1962,5,2,The Nature and Contribution of Administrative Models and Organizational Research,Fremont Shull Jr.,10.5465/254512,https://journals.aom.org/doi/10.5465/254512
1962,5,2,Differential Extent of Opportunity Among Executives and Lower Managers,Thomas R. O'Donovan,10.5465/254513,https://journals.aom.org/doi/10.5465/254513
1962,5,2,Basic Frameworks for Decisions,Charles Z. Wilson; Marcus Alexis,10.5465/254514,https://journals.aom.org/doi/10.5465/254514
1962,5,2,Administrative Decisions: A Scheme for Analysis,Craig C. Lundberg,10.5465/254515,https://journals.aom.org/doi/10.5465/254515
1962,5,2,Management in Perspective,Michael J. Julius; William E. Schlender,10.5465/254516,https://journals.aom.org/doi/10.5465/254516
1962,5,3,Value Perspectives in Management Decisions,Wilmar F. Bernthal,10.5465/254469,https://journals.aom.org/doi/10.5465/254469
1962,5,3,"Uncertainty, Expectations, and Foundations of the Theory of Planning",Milton H. Spencer,10.5465/254470,https://journals.aom.org/doi/10.5465/254470
1962,5,3,Managerial Authority in the Employment Relationship,Stanley Young,10.5465/254472,https://journals.aom.org/doi/10.5465/254472
1962,5,3,Mary Parker Follett: Pioneer in Management Theory,Narendra K. Sethi,10.5465/254473,https://journals.aom.org/doi/10.5465/254473
1962,5,3,The Faculty Role in University Governance,Dale Yoder,10.5465/254474,https://journals.aom.org/doi/10.5465/254474
1962,5,3,Document,,10.5465/amj.1962.5065100,https://journals.aom.org/doi/10.5465/amj.1962.5065100
1962,5,3,Dissertation Abstracts,,10.5465/amj.1962.5065108,https://journals.aom.org/doi/10.5465/amj.1962.5065108
1962,5,3,Academy of Management News,,10.5465/amj.1962.5065118,https://journals.aom.org/doi/10.5465/amj.1962.5065118
1962,5,3,Notes About Persons and Places,,10.5465/amj.1962.5065121,https://journals.aom.org/doi/10.5465/amj.1962.5065121
1962,5,3,News of Organizations and Institutions,,10.5465/amj.1962.5065131,https://journals.aom.org/doi/10.5465/amj.1962.5065131
1962,5,3,Books Completed or in Process by Academy Members,,10.5465/amj.1962.5065139,https://journals.aom.org/doi/10.5465/amj.1962.5065139
1963,6,1,Management Theory: Functional and Evolutionary,Waino W. Suojanen,10.5465/254873,https://journals.aom.org/doi/10.5465/254873
1963,6,1,The Assignment Problem: Managing a Management Course,Robert T. Golembiewski,10.5465/254874,https://journals.aom.org/doi/10.5465/254874
1963,6,1,Entrepreneurial Prototype in Bank Management: A Comparative Study of Branch Bank Managers,William D. Litzinger,10.5465/254875,https://journals.aom.org/doi/10.5465/254875
1963,6,1,Processes Vis-A-Vis Systems: Toward a Model of the Enterprise and Administration,Wendell French,10.5465/254876,https://journals.aom.org/doi/10.5465/254876
1963,6,1,The Application of Queuing Theory to the Span of Control,Lawrence S. Hill,10.5465/254877,https://journals.aom.org/doi/10.5465/254877
1963,6,1,Is There an Organizational Multiplier?,Herbert G. Hicks; Benjamin B. Graves,10.5465/254878,https://journals.aom.org/doi/10.5465/254878
1963,6,1,Management in Perspective Discussion: A Reporting System for PERT,Joel Zelnick,10.5465/254879,https://journals.aom.org/doi/10.5465/254879
1963,6,1,1963 International Meetings,,10.5465/amj.1963.19191712,https://journals.aom.org/doi/10.5465/amj.1963.19191712
1963,6,1,Dissertation Abstracts,,10.5465/amj.1963.5063209,https://journals.aom.org/doi/10.5465/amj.1963.5063209
1963,6,1,Management News and Notes,,10.5465/amj.1963.19191710,https://journals.aom.org/doi/10.5465/amj.1963.19191710
1963,6,2,Books Completed or in Progress by Academy Members,,10.5465/amj.1963.19206420,https://journals.aom.org/doi/10.5465/amj.1963.19206420
1963,6,2,Management and the International Scene: A Symposium,Barry M. Richman,10.5465/254842,https://journals.aom.org/doi/10.5465/254842
1963,6,2,II. Cross-Cultural Perspectives on Management Principles,Winston Oberg,10.5465/254843,https://journals.aom.org/doi/10.5465/254843
1963,6,2,III. The Australian Universities and Business Administration,N. R. Wills,10.5465/254844,https://journals.aom.org/doi/10.5465/254844
1963,6,2,Designing Parametric Equations for Business Games,Paul S. Greenlaw,10.5465/254845,https://journals.aom.org/doi/10.5465/254845
1963,6,2,Management in Perspective: Creative Leadership: Human vs. Metal Brains,Stanley Stark,10.5465/254846,https://journals.aom.org/doi/10.5465/254846
1963,6,2,Discussion: University Governance: Some Omitted Aspects,Arnold L. Barrett,10.5465/254847,https://journals.aom.org/doi/10.5465/254847
1963,6,2,Discussion:  Queuing Theory Re-visited,Joel Zelnick,10.5465/254848,https://journals.aom.org/doi/10.5465/254848
1963,6,2,Dissertation Abstracts,,10.5465/amj.1963.5062683,https://journals.aom.org/doi/10.5465/amj.1963.5062683
1963,6,2,Management News and Notes,,10.5465/amj.1963.19206584,https://journals.aom.org/doi/10.5465/amj.1963.19206584
1963,6,3,Books Completed or in Process by Academy Members,,10.5465/amj.1963.5065318,https://journals.aom.org/doi/10.5465/amj.1963.5065318
1963,6,3,Executive Development as an Instrument of Higher Control,William G. Scott,10.5465/255090,https://journals.aom.org/doi/10.5465/255090
1963,6,3,Managers' Theories of Management,Dale Yoder; Raymond E. Miles; Lawrence McKibbin; Robert E. Boynton; George W. England,10.5465/255091,https://journals.aom.org/doi/10.5465/255091
1963,6,3,The Next Development in Management Science: A General Theory,William C. Frederick,10.5465/255092,https://journals.aom.org/doi/10.5465/255092
1963,6,3,Decisions and Research in Staff Utilization,Alan C. Filley,10.5465/255093,https://journals.aom.org/doi/10.5465/255093
1963,6,3,Management in Perspective Automation: Our Greatest Asset—Our Greatest Problem?,Leon C. Megginson,10.5465/255094,https://journals.aom.org/doi/10.5465/255094
1963,6,3,Discussion: Some Comments on “Queuing Theory Revisited”,L. S. Hill,10.5465/255095,https://journals.aom.org/doi/10.5465/255095
1963,6,3,Dissertation Abstracts,,10.5465/amj.1963.5065271,https://journals.aom.org/doi/10.5465/amj.1963.5065271
1963,6,3,Management News and Notes,,10.5465/amj.1963.19199324,https://journals.aom.org/doi/10.5465/amj.1963.19199324
1963,6,4,A Behavioral Approach to Wage Administration: Work Flow and Structural Design,Robert T. Golembiewski,10.5465/255152,https://journals.aom.org/doi/10.5465/255152
1963,6,4,Individual Needs and Automation,Keith Davis,10.5465/255153,https://journals.aom.org/doi/10.5465/255153
1963,6,4,Psychology and the School of Business Curriculum,John B. Miner,10.5465/255154,https://journals.aom.org/doi/10.5465/255154
1963,6,4,Transcend the Current Debate on Administrative Theory,Paul J. Gordon,10.5465/255155,https://journals.aom.org/doi/10.5465/255155
1963,6,4,An Experimental Evaluation of a Management Training Program,Robert J. House; Henry Tosi,10.5465/255156,https://journals.aom.org/doi/10.5465/255156
1963,6,4,Management in Perspective: The Tactics of Jungle Warfare,Lyndall F. Urwick,10.5465/255157,https://journals.aom.org/doi/10.5465/255157
1963,6,4,Dissertation Abstracts,,10.5465/amj.1963.5062432,https://journals.aom.org/doi/10.5465/amj.1963.5062432
1963,6,4,Books Completed or in Progress by Academy Members,,10.5465/amj.1963.5062439,https://journals.aom.org/doi/10.5465/amj.1963.5062439
1963,6,4,Communication,,10.5465/255160,https://journals.aom.org/doi/10.5465/255160
1963,6,4,Management News and Notes,,10.5465/amj.1963.5062508,https://journals.aom.org/doi/10.5465/amj.1963.5062508
1963,6,4,In Memoriam,,10.5465/amj.1963.19191728,https://journals.aom.org/doi/10.5465/amj.1963.19191728
1964,7,1,Books Completed or in Progress by Academy Members,,10.5465/amj.1964.19209441,https://journals.aom.org/doi/10.5465/amj.1964.19209441
1964,7,1,Project Management Recognizes R&D Performance,Daniel D. Roman,10.5465/255229,https://journals.aom.org/doi/10.5465/255229
1964,7,1,Correction,,10.5465/amj.1964.19209444,https://journals.aom.org/doi/10.5465/amj.1964.19209444
1964,7,1,Horizontal Information Flow: An Exploratory Study,Gerald Albaum,10.5465/255231,https://journals.aom.org/doi/10.5465/255231
1964,7,1,,,10.5465/amj.1964.19209447,https://journals.aom.org/doi/10.5465/amj.1964.19209447
1964,7,1,Organizational Size and Job Satisfaction,Michael Beer,10.5465/255232,https://journals.aom.org/doi/10.5465/255232
1964,7,1,Historical Search in Human Relations,Richard J. Whiting,10.5465/255233,https://journals.aom.org/doi/10.5465/255233
1964,7,1,TFX—A Case in Policy Level Decision-Making,Stanley E. Bryan,10.5465/255234,https://journals.aom.org/doi/10.5465/255234
1964,7,1,Management in Perspective: Management and Organization In Japanese Industry,Joseph N. Froomkin,10.5465/255235,https://journals.aom.org/doi/10.5465/255235
1964,7,1,Dissertation Abstracts,,10.5465/amj.1964.19209436,https://journals.aom.org/doi/10.5465/amj.1964.19209436
1964,7,1,Management News and Notes,,10.5465/amj.1964.19209438,https://journals.aom.org/doi/10.5465/amj.1964.19209438
1964,7,2,Books Completed or in Progress by Academy Members,,10.5465/amj.1964.19204624,https://journals.aom.org/doi/10.5465/amj.1964.19204624
1964,7,2,Organization Planning: Whose Responsibility?,Joseph K. Bailey,10.5465/255019,https://journals.aom.org/doi/10.5465/255019
1964,7,2,Integrating Physical with Financial Measures for Managerial Controls,Bela Gold; Ralph M. Kraus,10.5465/255020,https://journals.aom.org/doi/10.5465/255020
1964,7,2,A Comparative Study of Unilateral and Bilateral Communication,William V. Haney,10.5465/255021,https://journals.aom.org/doi/10.5465/255021
1964,7,2,Designing the Management System,Stanley Young,10.5465/255022,https://journals.aom.org/doi/10.5465/255022
1964,7,2,Management in Perspective An Aspect of Management Philosophy in the United States and Latin America,Eugene C. McCann,10.5465/255023,https://journals.aom.org/doi/10.5465/255023
1964,7,2,Management News and Notes,,10.5465/amj.1964.19204337,https://journals.aom.org/doi/10.5465/amj.1964.19204337
1964,7,3,Books Completed or in Progress by Academy Members,,10.5465/amj.1964.19209379,https://journals.aom.org/doi/10.5465/amj.1964.19209379
1964,7,3,Business Gaming: A Progress Report,Charles R. Klasson,10.5465/255165,https://journals.aom.org/doi/10.5465/255165
1964,7,3,Some Unsettled Questions in Organization Theory,R. William Millman,10.5465/255166,https://journals.aom.org/doi/10.5465/255166
1964,7,3,"Management, Racial Discrimination and Apprentice Training Programs",Irving Kovarsky,10.5465/255167,https://journals.aom.org/doi/10.5465/255167
1964,7,3,On Information Technology and Organization Structure,Hak Chong Lee,10.5465/255168,https://journals.aom.org/doi/10.5465/255168
1964,7,3,Foreign Student Attitudes Toward American Business,John S. Ewing; Thomas W. Harrell,10.5465/255169,https://journals.aom.org/doi/10.5465/255169
1964,7,3,Management in Perspective Effective LRP Requires Action,Frank Greenwood,10.5465/255170,https://journals.aom.org/doi/10.5465/255170
1964,7,3,Comments: The Tactics of Jungle Warfare: Clarification,Waino W. Suojanen,10.5465/255171,https://journals.aom.org/doi/10.5465/255171
1964,7,3,Queuing Theory Re-Visited Again,Joel Zelnick,10.5465/255172,https://journals.aom.org/doi/10.5465/255172
1964,7,3,Dissertation Abstracts,,10.5465/amj.1964.5065423,https://journals.aom.org/doi/10.5465/amj.1964.5065423
1964,7,3,Management News and Notes,,10.5465/amj.1964.19209373,https://journals.aom.org/doi/10.5465/amj.1964.19209373
1964,7,4,Books Completed or in Progress by Academy Members,,10.5465/amj.1964.5063407,https://journals.aom.org/doi/10.5465/amj.1964.5063407
1964,7,4,Managerial Leadership Styles in Problem-Solving Conferences,André L. Delbecq,10.5465/254936,https://journals.aom.org/doi/10.5465/254936
1964,7,4,The Structure of Management Decision Theory,Stephen H. Archer,10.5465/254937,https://journals.aom.org/doi/10.5465/254937
1964,7,4,Subordinates’ Views of Ineffective Executive Behavior,David S. Brown,10.5465/254938,https://journals.aom.org/doi/10.5465/254938
1964,7,4,"Automation, Job Creation, and Unemployment",J. James Miller,10.5465/254939,https://journals.aom.org/doi/10.5465/254939
1964,7,4,Attitudes Toward Management Theory as a Factor in Managers’ Relationships With Their Superiors,Raymond E. Miles,10.5465/254940,https://journals.aom.org/doi/10.5465/254940
1964,7,4,Management Perspective: Gastro-Economic Cycles,Billy E. Goetz,10.5465/254941,https://journals.aom.org/doi/10.5465/254941
1964,7,4,Two Important New Books,,10.5465/amj.1964.26015635,https://journals.aom.org/doi/10.5465/amj.1964.26015635
1964,7,4,Comment: Queuing Theory Revisited Once Again,L. S. Hill,10.5465/254942,https://journals.aom.org/doi/10.5465/254942
1964,7,4,Dissertation Abstracts,,10.5465/amj.1964.5063139,https://journals.aom.org/doi/10.5465/amj.1964.5063139
